DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,fractal_spectral_lag_window,fractal_spectral_multitaper,fractal_spectral_wosa,fractal_spectral_direct,lillie_test,anderson_darling,pearson_test,cramer_test,shapiro_francia,shapiro_test,adf,kpps_level,kpps_trend,pp,hurts_tsf,max_level_shift_tsf,max_var_shift_tsf,max_kl_shift_tsf,alpha_tsf,beta_tsf,gamma_tsf,firstmin_ac_tsf,firstzero_ac_tsf,std1st_der_tsf,spreadrandomlocal_meantaul_tsf,fluctanal_prop_r1_tsf
-0.812596216,-1.014657288,147,3,0.751680347,-0.010765534,0.59914408,279,0.166666667,5,0.642345553,2,0.008064516,0.814814815,-0.632478632,0.937637708,5,1.342452806,0.489361702,0.319148936,0.006135923,0.330442828,1.123815631,1.249897104,1.21996961,1.403281237,2.03E-23,3.70E-24,5.55E-120,7.37E-10,2.91E-16,1.69E-18,0.01,0.01,0.01,0.01,0.998739069,114.8408333,41414.79745,0.016707139,0.089394294,0.005981909,0.910597514,3,248,271.0590954,2.02,0.489361702
-5.84E-01,-3.73E-01,7.10E+01,2.42E+02,1.19E+00,-3.55E-05,2.66E-01,1.36E+02,1.67E-01,7.00E+01,2.88E+00,4.00E+01,5.63E-02,8.32E-01,-9.02E-01,9.86E-01,1.10E+01,1.31E+00,1.56E-01,8.00E-01,1.23E-02,6.66E-02,1.84838796,1.998990058,1.995709317,1.541674339,3.50E-38,3.70E-24,1.39E-61,7.37E-10,9.51E-14,8.75E-16,0.688870067,0.01,0.01,0.918460156,0.999819271,726.3454394,166625.789,0.417741769,0.999895541,0.133036136,0.000100269,242,142,62.70349006,4.18,0.155555556
-0.035702626,0.178498563,1,5,0.469019957,0.005907371,0.278969957,6,0.043685952,5,0.091773876,6,1,0.724358974,0.188034188,0.11249655,6,1.76663554,0.860465116,0.348837209,2.086213872,1.196700757,0.63760167,0.835454468,0.792270556,1.139172229,8.82E-31,3.70E-24,1.27E-36,7.37E-10,9.14E-14,6.36E-16,0.956820951,0.01,0.01,0.01,0.526079923,278.9166667,488018.0606,0.697460649,0.041395389,0.000100018,0.955300438,5,1,1282.083816,1.51,0.860465116
-1.17E+00,-1.34E+00,5.20E+01,1.50E+02,1.20E+00,4.42E-04,4.85E-01,1.10E+02,1.67E-01,1.10E+01,2.82E+00,5.00E+00,1.18E-02,7.48E-01,-6.84E-01,9.80E-01,5.00E+00,1.22E+00,6.05E-01,1.86E-01,2.45E-02,9.77E-02,1.579612617,1.849359258,1.877005524,1.536851673,3.17E-05,2.60E-10,3.25E-12,5.99E-07,2.70E-07,1.48E-08,0.093676602,0.01,0.01,0.01,0.999913465,381.25,38706.84848,0.060087492,0.945227937,0.008424488,0.000100433,150,85,102.956584,3.39,0.604651163
-0.69992976,-0.43896776,16,9,0.65112247,0.1898507,0.53811659,49,0.16666667,51,0.23247715,8,0.02247191,-0.77678571,0.65401786,0.93525242,27,1.33516673,0.86046512,0.72093023,0.07363108,0.46145533,1.90849198,1.495945142,1.483005881,1.529030434,3.86E-13,3.70E-24,1.69E-18,7.37E-10,1.00E-12,1.29E-14,0.041498002,0.01,0.1,0.017626783,0.998244991,1601.439283,1029790.425,20.9448156,0.999899372,0.000100504,0.000100048,9,89,234.266747,4.01,0.860465116
-7.23E-01,-5.39E-01,3.90E+01,1.61E+02,1.08E+00,7.55E-05,1.72E-01,7.80E+01,1.67E-01,0.00E+00,6.53E+00,2.10E+01,1.73E-01,8.33E-01,-5.51E-01,9.76E-01,5.00E+00,1.19E+00,8.57E-01,7.62E-01,2.45E-02,4.16E-02,2.229833113,2.419965179,2.546180675,1.575071935,6.39E-20,3.70E-24,2.79E-35,7.37E-10,3.15E-12,3.49E-14,0.984065784,0.01,0.01,0.99,0.999913465,2686.189712,1131186.522,0.255202521,0.909421638,0.131781023,0.090561886,161,75,122.6298172,4.49,0.857142857
-7.59E-01,-9.47E-01,4.20E+01,1.53E+02,1.22E+00,2.89E-05,1.26E-01,8.20E+01,1.67E-01,0.00E+00,8.51E+00,2.20E+01,9.74E-01,8.56E-01,-5.97E-01,9.75E-01,3.00E+00,1.15E+00,8.57E-01,7.62E-01,2.45E-02,3.02E-02,2.400110634,2.55139786,2.829152804,1.570178414,1.25E-14,1.73E-21,2.22E-21,7.37E-10,2.05E-10,4.71E-12,0.99,0.01,0.01,0.99,0.999913465,501.1892335,12985.41215,0.079285949,0.999875242,0.133985726,0.000102549,153,76,14.56732829,4.93,0.857142857
-0.23777055,-0.46430941,4,6,0.13662994,0.55701378,0.56923077,4,0.00591716,0,0.11747087,5,1,0.93939394,-0.0530303,0.75641673,6,1.84238275,0.78571429,0.78571429,0.3436117,0.54482634,2.140321352,1.434216668,1.206002804,1.687357862,2.37E-32,3.70E-24,8.99E-50,7.37E-10,1.07E-12,8.69E-15,0.99,0.032189468,0.016628528,0.986871346,0.992337313,789.3438858,985413.0387,2.966530376,0.970399957,0.076457493,0.000100255,6,5,216.2017272,3.01,0.785714286
-9.57E-01,-7.82E-01,4.60E+01,1.49E+02,1.25E+00,4.13E-04,3.30E-01,9.10E+01,1.67E-01,0.00E+00,1.59E+00,7.00E+00,1.30E-02,7.82E-01,-6.39E-01,9.78E-01,6.00E+00,1.27E+00,8.57E-01,7.62E-01,2.45E-02,1.03E-01,1.733484808,1.905487834,1.888704853,1.560081717,1.50E-08,2.40E-16,1.51E-14,9.56E-10,6.19E-09,2.21E-10,0.603628706,0.01,0.01,0.411087212,0.999859983,358.7810425,34962.016,0.127091967,0.514190183,0.014367795,0.485801186,149,77,79.71924658,3.25,0.857142857
-0.08578916,-0.39407575,41,8,0.43965604,0.0143526,0.88867188,64,0.01360544,10,0.32012129,7,0.01492537,-0.18128655,-0.65497076,0.92694274,7,1.72540121,0.13043478,0.82608696,0.02454369,0.43080241,1.392599376,1.372626682,1.390005225,1.362685744,3.12E-24,3.70E-24,2.11E-18,7.37E-10,1.90E-12,5.18E-14,0.525126709,0.01,0.01,0.01,0.998173004,795.0701744,300845.7913,8.046819811,0.630371814,0.000114565,0.000131576,8,67,183.1358278,2.56,0.130434783
-0.74314825,-0.5451586,59,30,0.74310008,0.00234838,0.86101695,89,0.07407407,11,0.6351323,5,0.01041667,0.7972973,-0.48986486,0.96398324,6,1.5682669,0.86363636,0.79545455,0.01227185,0.25319026,1.333734344,1.493984433,1.516156601,1.4479538,2.34E-36,3.70E-24,3.15E-67,7.37E-10,1.15E-14,5.80E-17,0.448111616,0.01,0.01,0.01,0.99912854,1051.807648,833681.5779,2.133192785,0.527193652,0.000100009,0.000100009,30,96,315.1475261,2.72,0.863636364
-3.94E-01,-6.10E-01,6.20E+01,1.05E+02,6.75E-01,7.43E-04,5.04E-01,1.14E+02,1.67E-01,3.50E+01,9.17E-01,9.00E+00,5.24E-03,9.04E-01,-4.56E-01,9.82E-01,7.00E+00,1.52E+00,1.52E-01,8.26E-01,1.23E-02,1.49E-01,1.488851886,1.707696188,1.713229134,1.500842537,5.81E-61,3.70E-24,1.06E-242,7.37E-10,1.41E-24,2.60E-28,0.978537808,0.01,0.01,0.682247332,0.999633431,4760.237566,12297737.82,5.495711607,0.623118914,0.00268154,0.211756723,105,191,774.5058949,2.81,0.152173913
-0.810286224,-0.214749233,44,91,0.818117221,0.003164544,0.793220339,87,0.074074074,11,0.763638358,6,0.011764706,0.85472973,-0.739864865,0.965762074,6,1.579103252,0.454545455,0.863636364,0.024543693,0.200965044,1.38022387,1.567330886,1.582603251,1.56569428,1.69E-32,3.70E-24,2.89E-42,7.37E-10,2.42E-13,2.07E-15,0.929728392,0.01,0.01,0.055998244,0.999406879,854.5595325,390998.2637,1.228578345,0.504763151,0.000109964,0.000113603,91,85,254.3513552,2.44,0.454545455
-0.91960122,-0.54340149,39,2,0.63541285,0.62109797,0.4954955,92,0.07407407,4,0.1170762,1,0.02816901,0.6367713,-0.41255605,0.81427883,10,1.42607757,0.13953488,0.76744186,0.02454369,0.25871494,2.163144653,1.565300204,1.876798605,0.944418878,3.33E-15,3.70E-24,3.23E-44,7.37E-10,1.31E-14,1.10E-16,0.657382286,0.01,0.01,0.01,0.998683339,1667.25,5529986.341,21.19700254,0.306221497,0.000100021,0.000100901,2,71,429.6562547,3.16,0.139534884
-1.295890619,1.2842976,40,113,1.353674474,0.001537182,0.097701149,89,0.166666667,0,1.907409055,33,0.032258065,0.594285714,-0.708571429,0.980281773,3,1.143682361,0.853658537,0.804878049,0.024543693,0.093740282,1.80393095,1.942530213,2.073419963,1.641432271,3.09E-18,1.13E-19,1.89E-44,7.37E-10,2.82E-09,7.66E-11,0.906448152,0.01,0.01,0.743564431,0.999814161,1440.916667,413807.7197,0.471572508,0.997239069,0.000158959,0.000185797,113,62,177.4111731,2.42,0.853658537
-6.50E-01,-8.18E-01,4.00E+01,1.14E+02,1.41E+00,1.24E-05,1.98E-01,8.00E+01,1.67E-01,0.00E+00,3.56E+00,4.00E+01,3.08E-02,7.25E-01,-7.36E-01,9.77E-01,4.00E+00,1.36E+00,8.54E-01,7.32E-01,2.45E-02,4.49E-02,2.033441309,2.220592218,2.35134808,1.594488998,0.000161529,9.53E-08,0.000891528,2.63E-06,1.37E-05,1.29E-06,0.438917235,0.01,0.01,0.495988829,0.999954177,820.9273268,59372.87874,0.10020965,0.999897892,0.080363325,0.000100101,114,65,54.73030776,4.39,0.853658537
-7.55E-01,-9.33E-01,3.20E+01,1.18E+02,1.23E+00,8.93E-05,1.43E-01,6.30E+01,1.67E-01,0.00E+00,6.75E+00,2.60E+01,7.59E-01,8.27E-01,-5.96E-01,9.71E-01,2.00E+00,1.16E+00,8.50E-01,7.00E-01,2.45E-02,3.77E-02,2.609526705,2.686222904,3.011145207,1.610239776,1.95E-07,1.00E-15,1.07E-18,1.02E-09,1.31E-08,5.36E-10,0.99,0.01,0.01,0.99,0.999954177,1268.942501,186202.1515,0.132732982,0.861070502,0.102001309,0.138903999,118,58,60.11396971,4.98,0.85
-7.51E-01,-9.17E-01,4.00E+01,1.36E+02,1.27E+00,4.19E-05,1.38E-01,7.50E+01,1.67E-01,0.00E+00,8.20E+00,7.00E+00,5.80E-02,8.12E-01,-5.66E-01,9.78E-01,2.00E+00,1.15E+00,8.57E-01,7.38E-01,2.45E-02,2.95E-02,2.530244504,2.61612531,2.846516272,1.595996012,5.41E-12,3.61E-21,5.65E-23,7.37E-10,3.92E-10,8.66E-12,0.950052232,0.01,0.01,0.99,0.999954177,1370.946526,186203.0048,0.066356231,0.873324132,0.07038964,0.0001,136,69,75.92441522,4.99,0.857142857
-0.652429403,-0.283429063,6,6,0.189305077,-0.515052072,0.923076923,13,0.008230453,11,0.113519792,5,0.035714286,-0.38697318,-0.795019157,0.71612163,6,2.016391831,0.744186047,0.720930233,0.196349541,0.760967025,1.122222338,1.162454732,1.141845952,1.166900896,0.007531392,0.002171158,0.005119104,0.001288095,0.000657055,0.001102715,0.374835447,0.080237993,0.022489213,0.01,0.956607318,248.1471295,45017.72252,6.56510116,0.438449072,0.00010003,0.000100082,6,28,114.9862476,2.72,0.744186047
-0.632515088,-0.813207569,50,146,0.934505349,0.006790507,0.584615385,55,0.166666667,23,0.743452892,1,0.011111111,0.83908046,-0.490421456,0.969961187,5,1.483981715,0.139534884,0.76744186,0.024543693,0.161736853,1.616898069,1.686298041,1.725338723,1.448879513,4.05E-29,3.70E-24,2.60E-80,7.37E-10,5.89E-14,3.47E-16,0.94804858,0.01,0.01,0.267334862,0.999633431,3345.708333,3654900.426,0.418465853,0.456241818,0.000119744,0.236209633,146,90,951.2623845,2.43,0.139534884
-0.18301348,0.04193414,9,3,0.25002184,-0.03064084,0.93650794,35,0.0625,5,0.33241535,2,0.07407407,-0.24409449,0.7480315,0.68946694,5,1.85971557,0.47368421,0.84210526,0.04908739,0.8011048,1.081974093,1.178133708,1.062513451,1.034785851,0.449951373,0.1579993,0.669740713,0.223875645,0.111908987,0.060861175,0.38393928,0.01,0.01,0.055193385,0.995282533,65.04166667,2877.913333,0.298774564,0.999568261,0.000102658,0.000100111,3,27,62.7696052,2,0.473684211
0.76210845,0.88588641,26,61,0.88471824,0.03656313,0.03968254,77,0.07407407,38,0.3458739,40,0.025,0.39370079,-0.60629921,0.96456179,3,1.03749791,0.84210526,0.84210526,0.04908739,0.20046446,1.693330899,1.849509182,1.880917352,1.688446017,1.04E-33,3.70E-24,5.92E-76,7.37E-10,1.20E-11,1.15E-13,0.734303954,0.01,0.01,0.757365979,0.998804957,3714,3402279.273,8.76773556,0.999863644,0.000100818,0.00010048,61,40,347.515686,2.3,0.842105263
-0.081534697,0.094663125,27,83,1.086789592,0.000616042,0.73015873,64,0.166666667,11,1.485819931,7,0.046511628,0.637795276,-0.716535433,0.96396642,8,1.349127842,0.842105263,0.52631579,0.049087385,0.19763119,1.946777531,1.771119919,1.848290468,1.722373986,0.017671713,0.000486348,0.006721364,0.002802631,0.001452425,0.000265141,0.292240163,0.01,0.012573312,0.305103917,0.998958143,472.5,51710.29545,0.257074809,0.996911017,0.001662397,0.000548073,83,43,95.07716265,3.87,0.842105263
0.66901844,0.838643647,48,10,1.018583344,-0.004550824,0.339712919,100,0.166666667,11,1.124262458,5,0.026666667,0.7,-0.723809524,0.967538827,7,1.298954406,0.547619048,0.261904762,0.024543693,0.212476265,1.478924355,1.617521736,1.634658686,1.450587566,8.84E-09,4.32E-10,3.51E-08,2.65E-07,1.23E-06,8.56E-08,0.950743628,0.01,0.01,0.01,0.999674144,528.3333333,130698.0076,0.083288828,0.285912665,0.000100001,0.71408493,10,75,214.6470249,3.19,0.547619048
0.3990639,-0.17376293,2,3,0.27427726,-0.51457411,0.84978541,23,0.01360544,5,0.21700223,2,0.06060606,-0.58547009,0.50854701,0.51758493,4,1.95943744,0.46511628,0.60465116,0.29452431,0.97422038,1.016348841,1.088439588,1.074790391,1.247130707,0.089039929,0.005736501,0.2708401,0.019474313,0.002740724,0.00048877,0.359154603,0.01,0.013956663,0.01,0.906800206,103.9166667,6823.433712,0.471473114,0.246507561,0.000107297,0.385006028,3,33,101.2540187,1.93,0.465116279
0.6619819,0.36438041,5,6,0.56145967,0.56511939,0.63978495,32,0.11111111,11,0.12709321,5,0.06896552,-0.73262032,0.09090909,0.81608347,9,1.71516798,0.85365854,0.85365854,0.12271846,0.72631005,1.58561482,1.141739326,1.165589933,1.061408702,0.002511675,0.000170021,2.62E-06,0.000425193,4.46E-05,2.17E-05,0.803238271,0.026689665,0.01,0.01,0.994515261,847.5,1021539.394,2.320137495,0.999490651,0.000127918,0.000132352,6,29,334.1699976,3.41,0.853658537
1.16E+00,-3.51E-01,5.00E+01,1.43E+02,1.10E+00,4.11E-06,5.84E-01,1.02E+02,1.67E-01,1.10E+01,2.06E+00,6.00E+00,1.15E-02,6.41E-01,-7.82E-01,9.78E-01,5.00E+00,1.46E+00,8.60E-01,1.63E-01,2.45E-02,1.50E-01,1.527809565,1.670524153,1.745309051,1.580179239,3.39E-12,1.32E-12,1.87E-22,8.99E-09,1.42E-07,7.32E-09,0.537274678,0.01,0.01,0.01,0.999773448,470,59878.78788,0.262421191,0.827965604,0.000101542,0.000100121,143,87,109.8114984,3.52,0.860465116
-6.56E-01,-4.73E-01,5.10E+01,1.55E+02,1.37E+00,1.04E-04,1.89E-01,1.01E+02,1.67E-01,0.00E+00,4.70E+00,4.00E+01,1.16E-02,7.74E-01,-7.86E-01,9.81E-01,6.00E+00,1.26E+00,8.60E-01,7.67E-01,2.45E-02,4.29E-02,1.846280763,2.030601738,2.079478561,1.578124668,7.71E-08,2.11E-09,4.10E-07,5.66E-08,7.08E-06,6.62E-07,0.537628505,0.01,0.01,0.762896737,0.999913465,734.9166667,82526.63636,0.103448129,0.920358655,0.052029673,0.000100022,155,86,62.9074118,4.14,0.860465116
-1.16374544,-0.688177343,53,136,1.312178979,0.000148597,0.188841202,108,0.166666667,0,3.540404908,40,0.209302326,0.717948718,-0.61965812,0.984201156,11,1.255342584,0.860465116,0.860465116,0.024543693,0.052957526,2.12732731,2.223279874,2.313945393,1.56070043,2.96E-19,1.36E-23,2.05E-25,7.37E-10,4.77E-10,1.05E-11,0.022869127,0.01,0.01,0.870734596,0.999954177,1269.916667,175668.6667,0.26013339,0.949669659,0.138754021,0.000100041,136,86,69.80487164,4.42,0.860465116
-0.36749584,-0.57340379,20,111,0.85117877,0.01171086,0.08695652,29,0.07407407,0,0.74734331,26,0.08333333,0.8057554,-0.33093525,0.95410072,2,0.93579054,0.82051282,0.84615385,0.04908739,0.17682565,1.955669758,1.964847349,2.054492826,1.526806875,3.63E-45,3.70E-24,9.89E-128,7.37E-10,3.32E-13,2.32E-15,0.954983624,0.01,0.01,0.951102078,0.999913465,2479,1511476.432,121.2251187,0.999898996,0.040560692,0.000100049,111,36,186.1618558,1.93,0.820512821
-7.45E-01,1.53E+00,5.10E+01,1.53E+02,1.23E+00,4.89E-05,5.36E-01,1.06E+02,1.67E-01,4.70E+01,3.98E+00,5.00E+00,2.33E-02,7.78E-01,-7.24E-01,9.83E-01,7.00E+00,1.26E+00,8.37E-01,8.60E-01,2.45E-02,8.90E-02,1.660933963,1.912422871,2.005645278,1.604771262,7.95E-05,1.85E-08,1.08E-08,2.78E-06,2.01E-06,1.52E-07,0.301799039,0.01,0.01,0.01,0.999913465,612.5,79046.18182,0.077047809,0.999899939,0.000100467,0.000100014,153,86,104.6600003,3.58,0.837209302
-5.53E-01,-7.28E-01,5.20E+01,1.48E+02,1.37E+00,2.02E-05,9.87E-02,1.00E+02,1.67E-01,0.00E+00,1.07E+01,4.00E+01,1.53E-01,7.86E-01,-7.14E-01,9.83E-01,4.00E+00,1.27E+00,8.60E-01,7.67E-01,2.45E-02,2.66E-02,2.456196788,2.534999696,2.690354204,1.587767823,7.33E-10,1.11E-13,4.76E-15,1.38E-09,1.77E-07,9.93E-09,0.509258903,0.01,0.01,0.959042627,0.999954177,984.0833333,112338.8864,0.102409003,0.999898682,0.132832282,0.000100406,148,85,33.18010853,4.7,0.860465116
0.407267064,0.1570587,2,3,0.144966681,-0.852584506,0.927038627,7,0.021576496,5,0.16370795,1,0.5,0.730769231,-0.008547009,0.279195731,4,2.076276518,0.860465116,0.162790698,1.055378782,1.188969527,0.874381902,0.883791189,0.811248556,0.935134024,2.51E-14,3.28E-13,1.55E-13,8.10E-10,6.59E-07,8.56E-08,0.853904622,0.01,0.01,0.01,0.789684066,300,85333.03788,0.325262725,0.287992728,0.000100002,0.52749508,3,2,422.7383931,2,0.860465116
-0.976776499,-0.793214922,33,87,0.981868892,0.000953188,0.356223176,94,0.0625,66,1.008973359,40,0.020833333,0,-0.598290598,0.976993514,6,1.347461587,0.837209302,0.860465116,0.024543693,0.214280382,1.808021807,1.644326451,1.698329713,1.632143709,1.19E-14,5.50E-16,6.01E-20,8.17E-10,8.19E-09,3.24E-10,0.702419313,0.01,0.01,0.90517646,0.99883652,68.6,991.5206061,1.186779232,0.993619531,0.000101014,0.000133802,87,48,10.61154165,3.84,0.837209302
-0.055770047,0.153751367,37,10,0.550562636,-0.007408648,0.875536481,38,0.074074074,11,0.555880986,7,0.013513514,0.641025641,-0.688034188,0.922587875,5,1.611703028,0.860465116,0.651162791,0.024543693,0.3923723,1.253809468,1.353837745,1.383157408,1.426253422,0.000262076,1.11E-05,0.001111634,4.47E-05,0.000486562,9.67E-05,0.514615519,0.01,0.01,0.01,0.997614333,498.8333333,87656.93939,1.466813472,0.645226769,0.000143522,0.000100095,10,74,171.4805261,2.65,0.860465116
-0.17704967,0.04695101,2,3,0.27140848,-1.2133869,0.75965665,6,0.02380598,5,0.08590183,1,0.5,0.79487179,-0.01709402,0.25775028,5,1.94166404,0.86046512,0.86046512,1.05537878,1.1498739,0.672132445,0.830420459,0.758674708,0.901588855,0.000753658,4.67E-06,7.13E-15,0.000103665,0.00016297,3.46E-05,0.641825251,0.01,0.01,0.01,0.743580616,279.25,211018,0.838430359,0.130374043,0.0001063,0.688789663,3,2,445.160911,1.96,0.860465116
0.2392421,0.03462877,41,7,0.64105687,0.01393696,0.87553648,67,0.16666667,11,0.57219755,5,0.0125,0.8034188,-0.70512821,0.94595589,7,1.62418734,0.86046512,0.72093023,0.02454369,0.36489953,1.086590437,1.322219294,1.385719504,1.647552537,0.014131638,0.000781151,0.001439833,0.007896141,0.00075929,0.000146379,0.759060072,0.01,0.1,0.01,0.998784433,358.8333333,72626.12879,0.108475473,0.187229798,0.000100007,0.3849522,7,80,277.5223061,3.37,0.860465116
-1.17E+00,-1.35E+00,5.20E+01,1.51E+02,1.21E+00,-6.25E-04,3.61E-01,1.12E+02,1.67E-01,0.00E+00,1.98E+00,8.00E+00,2.35E-02,7.82E-01,-6.88E-01,9.80E-01,4.00E+00,1.22E+00,3.02E-01,1.86E-01,2.45E-02,1.05E-01,1.775672808,1.82984698,1.898984666,1.541580487,8.80E-06,2.12E-09,7.13E-13,1.06E-06,1.11E-06,8.07E-08,0.149908203,0.01,0.01,0.01,0.999913465,282.5,22048.70455,0.036766446,0.334836298,0.000100011,0.664194856,151,85,90.87903458,3.46,0.302325581
0.28261387,0.02374783,9,3,0.22905083,0.02081463,0.77253219,12,0.07407407,5,0.28152081,2,0.05263158,0.82478632,0.15384615,0.6822437,6,1.79443202,0.34883721,0.13953488,0.04908739,0.79374115,1.35601447,1.202495559,1.212250584,1.277627208,9.46E-18,3.65E-21,7.68E-16,7.37E-10,1.84E-09,9.61E-11,0.973093041,0.01,0.01,0.01,0.987306301,292.5,44503.0303,1.559384309,0.240440035,0.015519334,0.759558755,3,38,182.603767,2.17,0.348837209
-0.527740948,-0.718995172,40,7,0.747707301,0.000470814,0.909871245,80,0.166666667,11,1.469443804,5,0.045454546,0.805555556,-0.705128205,0.979766188,7,1.518331894,0.860465116,0.860465116,0.024543693,0.271970548,1.646172707,1.766557669,1.781723242,1.692947054,0.000380444,1.40E-08,3.02E-05,4.18E-06,2.82E-06,2.60E-07,0.686797179,0.01,0.01,0.01,0.999476843,299.1666667,73138.63636,0.180611254,0.947854544,0.000100144,0.000100007,7,88,127.5201772,3.43,0.860465116
-1.11209296,-1.297088195,46,163,0.997431177,0.003633065,0.592274678,97,0.166666667,11,1.079937124,2,0.011494253,0.854700855,-0.705128205,0.966741883,5,1.390038939,0.860465116,0.860465116,0.024543693,0.169340865,1.334241354,1.508990575,1.491161836,1.507212961,0.005006421,8.16E-08,1.37E-11,3.98E-05,1.50E-06,1.21E-07,0.988756067,0.01,0.01,0.01,0.999732736,580.8333333,73642.42424,1.155866806,0.452217959,0.000100454,0.54769034,163,87,149.0189664,2.46,0.860465116
-0.760123448,-0.571565408,127,4,0.918508404,0.011234455,0.864864865,239,0.166666667,11,0.470470092,3,0.004739336,-0.704761905,0.582539683,0.963423387,6,1.55733443,0.14893617,0.829787234,0.006135923,0.253124594,1.293935574,1.372389621,1.372431716,1.435097358,3.50E-15,3.70E-24,1.18E-33,7.37E-10,5.26E-13,7.36E-15,0.735185478,0.01,0.01,0.01,0.998995355,2869.901667,2493039.463,5.841268184,0.30926644,0.050842997,0.116481992,4,211,548.6911841,1.75,0.14893617
-0.9936271,-0.79295005,32,2,0.32565505,0.3166648,0.67811159,12,0.07407407,5,0.24217302,1,0.01351351,0.61965812,-0.77350427,0.70433095,4,1.85072101,0.53488372,0.30232558,0.02454369,0.71081755,1.005311877,1.106856515,1.100123919,1.482245511,0.002646725,2.48E-05,0.006134688,0.000234801,0.000215347,3.50E-05,0.99,0.01,0.01,0.01,0.948069825,488.75,1195341.932,0.127396367,0.103319768,0.005830163,0.823420842,2,74,1038.850241,1.97,0.534883721
0.02399061,0.25605702,21,61,0.82112404,-0.01948868,0.12017167,95,0.04,75,0.54873009,40,0.02439024,-0.90598291,0.74358974,0.97068339,3,1.21163894,0.86046512,0.58139535,0.04908739,0.21011129,1.618020648,1.771254358,1.766638915,1.730921654,7.38E-42,3.70E-24,1.31E-86,7.37E-10,1.49E-11,2.83E-13,0.290328136,0.01,0.01,0.61363043,0.999274351,288.2333333,20438.25818,23.05626934,0.877409543,0.120461436,0.000133666,61,41,24.45583225,3.6,0.860465116
9.20E-01,1.08E+00,5.40E+01,1.43E+02,1.15E+00,3.72E-04,4.12E-01,1.26E+02,1.67E-01,1.10E+01,3.06E+00,5.00E+00,3.75E-02,5.56E-01,-7.54E-01,9.84E-01,7.00E+00,1.24E+00,8.60E-01,7.67E-01,2.45E-02,1.09E-01,1.858044622,1.894748355,2.06061672,1.590615574,6.27E-18,1.05E-22,4.34E-36,7.37E-10,2.40E-10,4.84E-12,0.99,0.01,0.01,0.681808478,0.999859983,623.75,110095.8864,0.08243447,0.999898714,0.014736823,0.000100946,143,80,126.8002049,3.52,0.860465116
1.02E+00,1.18E+00,5.20E+01,1.55E+02,1.35E+00,1.90E-04,2.58E-01,1.22E+02,1.67E-01,0.00E+00,3.82E+00,1.00E+00,1.20E-02,6.37E-01,-7.56E-01,9.85E-01,9.00E+00,1.22E+00,1.40E-01,7.67E-01,2.45E-02,5.41E-02,1.881815362,2.023649253,2.049315546,1.569530031,1.22E-09,1.10E-13,6.51E-18,1.59E-08,2.13E-08,8.23E-10,0.99,0.01,0.01,0.99,0.999913465,465.0833333,24985.18182,0.037842789,0.595859499,0.032306765,0.329788086,155,83,89.19191781,4.16,0.139534884
1.12E+00,1.28E+00,4.00E+01,1.20E+02,1.30E+00,9.17E-04,1.44E-01,1.00E+02,1.67E-01,0.00E+00,1.84E+00,9.00E+00,3.13E-02,7.03E-01,-7.31E-01,9.75E-01,3.00E+00,1.21E+00,8.29E-01,7.32E-01,2.45E-02,9.50E-02,1.724616577,1.878024492,2.001212761,1.589681878,2.97E-06,5.52E-11,2.84E-17,5.24E-08,8.33E-07,5.41E-08,0.688536338,0.01,0.01,0.037619423,0.999859983,1179.583333,353651.4545,0.638415773,0.999899793,0.001084194,0.000100085,120,64,129.7471699,4.01,0.829268293
1.18E+00,1.18E+00,5.30E+01,1.60E+02,1.45E+00,1.50E-05,4.29E-02,1.22E+02,1.67E-01,0.00E+00,9.30E+00,4.00E+01,4.71E-02,6.79E-01,-7.35E-01,9.84E-01,5.00E+00,1.14E+00,8.60E-01,7.67E-01,2.45E-02,2.11E-02,2.167895441,2.42363777,2.643751086,1.57325447,4.44E-08,2.40E-11,2.54E-10,1.29E-07,1.40E-07,7.02E-09,0.959941688,0.01,0.01,0.963939232,0.999954177,577.5833333,38559.81061,0.035754648,0.999892212,0.038115633,0.00010037,160,85,32.82220493,4.75,0.860465116
